,index,name_x,name_y,cardwin_x,w_x,turn_x,turn_y,winrates,winrates_x,winrates_y,combowin,meanturn
232,150951,Inner Rage,Grommash Hellscream,177.0,241,2363,2363,0.734439834025,0.526369951119,0.580487804878,0.876990269451,9.80497925311
468,75612,Disciple of C'Thun,Shield Block,161.0,262,2391,2391,0.614503816794,0.49590750972,0.516464699684,0.875174041206,9.12595419847
227,121783,Frostbolt,Evolved Kobold,282.0,370,4274,4274,0.762162162162,0.512105542937,0.62125748503,0.873638255243,11.5513513514
395,270882,Spirit Claws,Flamewreathed Faceless,218.0,328,2120,2120,0.664634146341,0.538849427967,0.516120255748,0.871216042805,6.46341463415
269,28673,Bilefin Tidehunter,Novice Engineer,263.0,432,3091,3091,0.608796296296,0.501435656487,0.508217270195,0.870854651472,7.15509259259
459,172914,Life Tap,Sylvanas Windrunner,332.0,528,5330,5330,0.628787878788,0.479712241169,0.549386649673,0.869560343071,10.0946969697
448,101842,Fan of Knives,Conceal,470.0,766,5650,5650,0.613577023499,0.485426578595,0.530035335689,0.869089359632,7.37597911227
118,133870,Hallucination,Arcane Giant,617.0,916,7951,7951,0.673580786026,0.490399470316,0.576627261074,0.86794684959,8.68013100437
98,169303,Lava Burst,Jade Lightning,280.0,386,3194,3194,0.725388601036,0.567266495287,0.53829176009,0.865232870869,8.27461139896
172,95180,Eviscerate,Bluegill Warrior,249.0,406,2615,2615,0.613300492611,0.511054805456,0.505710691824,0.864168708508,6.44088669951
0,170103,Leeroy Jenkins,Faceless Manipulator,441.0,487,6702,6702,0.905544147844,0.618143630342,0.618260006616,0.86266137666,13.7618069815
361,233454,Reinforce,Primordial Drake,262.0,417,5113,5113,0.62829736211,0.46928913159,0.565579167914,0.861699494093,12.2613908873
386,171586,Lesser Heal,Obsidian Statue,142.0,207,2253,2253,0.685990338164,0.498912687649,0.581599123768,0.860406296881,10.884057971
15,109208,Fireball,Archmage Antonidas,1708.0,1983,25835,25835,0.861321230459,0.579296477163,0.629129441097,0.860071382669,13.0282400403
340,151405,Innervate,"Finja, the Flying Star",225.0,319,949,949,0.705329153605,0.546037151111,0.546727898967,0.859781605444,2.97492163009
293,28795,Bilefin Tidehunter,Stonetusk Boar,211.0,317,2340,2340,0.665615141956,0.501435656487,0.562138475022,0.859243404134,7.38170347003
370,283583,Sylvanas Windrunner,Shadowflame,215.0,308,3628,3628,0.698051948052,0.549386649673,0.539049235993,0.857439415919,11.7792207792
260,189260,Mimic Pod,Southsea Deckhand,318.0,518,3605,3605,0.6138996139,0.505794353139,0.515411495901,0.856490925745,6.95945945946
330,133968,Hallucination,Counterfeit Coin,848.0,1393,9535,9535,0.608758076095,0.490399470316,0.527535037098,0.855740631278,6.84493898062
398,263875,Small-Time Buccaneer,Feral Spirit,257.0,426,2532,2532,0.603286384977,0.521501732189,0.491946081928,0.855065579694,5.94366197183
24,109772,Fireball,Sorcerer's Apprentice,2582.0,3666,40817,40817,0.704309874523,0.579296477163,0.517443367373,0.85425921996,11.1339334424
435,216592,Power Word: Shield,Holy Smite,284.0,461,3692,3692,0.616052060738,0.515345141533,0.50906522251,0.853673752332,8.00867678959
171,247288,Shadow Strike,Cold Blood,146.0,235,1860,1860,0.621276595745,0.452631578947,0.585215921316,0.852472287055,7.91489361702
251,51524,Cold Blood,Shadow Strike,146.0,235,1860,1860,0.621276595745,0.585215921316,0.452631578947,0.852472287055,7.91489361702
455,255491,Shield Block,C'Thun's Chosen,138.0,222,2260,2260,0.621621621622,0.516464699684,0.51404606577,0.850767036704,10.1801801802
308,102282,Fan of Knives,Questing Adventurer,565.0,923,6266,6266,0.612134344529,0.485426578595,0.538953653682,0.850049425283,6.78873239437
174,251808,Shadowstep,Bluegill Warrior,225.0,357,2330,2330,0.63025210084,0.532896064581,0.505710691824,0.84958402354,6.52661064426
175,123939,Gadgetzan Auctioneer,Nourish,172.0,240,2059,2059,0.716666666667,0.560079124114,0.547472948007,0.848974994188,8.57916666667
31,109652,Fireball,Polymorph,329.0,506,5923,5923,0.650197628458,0.579296477163,0.480519480519,0.848349472782,11.7055335968
332,133013,Grommash Hellscream,Blood To Ichor,238.0,353,3641,3641,0.674220963173,0.580487804878,0.497295238095,0.84826049159,10.3144475921
167,133957,Hallucination,Cold Blood,142.0,212,1461,1461,0.669811320755,0.490399470316,0.585215921316,0.847550160981,6.89150943396
160,95671,Eviscerate,Murloc Warleader,191.0,278,1869,1869,0.687050359712,0.511054805456,0.576294480351,0.847067255825,6.72302158273
387,171879,Lesser Heal,The Lich King,190.0,297,3231,3231,0.639730639731,0.498912687649,0.550120481928,0.846234073244,10.8787878788
406,199793,Murloc Warleader,Backstab,190.0,281,1702,1702,0.67615658363,0.576294480351,0.503373507872,0.846228725211,6.05693950178
300,82222,Dread Corsair,Bloodsail Cultist,1158.0,1882,9412,9412,0.615302869288,0.500294424061,0.52809266868,0.845401345541,5.00106269926
381,182978,Mana Tide Totem,Stonehill Defender,157.0,250,1908,1908,0.628,0.528947245456,0.509961042663,0.845072407736,7.632
288,218333,Preparation,Flame Elemental,1362.0,2141,13276,13276,0.636151331154,0.536412717457,0.509588051072,0.844685239731,6.20084072863
400,210398,Patches the Pirate,Feral Spirit,205.0,336,1878,1878,0.610119047619,0.533454771637,0.491946081928,0.843665965769,5.58928571429
28,109438,Fireball,Frostbolt,3162.0,4587,48419,48419,0.689339437541,0.579296477163,0.512105542937,0.843143941904,10.5557008938
306,12273,Arcane Giant,Questing Adventurer,246.0,341,3193,3193,0.721407624633,0.576627261074,0.538953653682,0.842133972058,9.36363636364
486,276662,Stonehill Defender,Fiery War Axe,145.0,237,1902,1902,0.611814345992,0.509961042663,0.516873205909,0.842052228647,8.0253164557
490,18975,Armorsmith,Frothing Berserker,138.0,227,1789,1789,0.607929515419,0.534589800443,0.490146538656,0.841610096096,7.88105726872
270,126913,Glacial Shard,Novice Engineer,617.0,1008,6293,6293,0.612103174603,0.519293478261,0.508217270195,0.841277887803,6.24305555556
122,239766,Sap,Arcane Giant,314.0,493,4412,4412,0.6369168357,0.47640466008,0.576627261074,0.840930687442,8.94929006085
52,175943,Living Roots,Kun the Forgotten King,242.0,289,2693,2693,0.837370242215,0.529850438795,0.682754880694,0.839290911328,9.31833910035
231,151031,Inner Rage,Raging Worgen,480.0,630,6557,6557,0.761904761905,0.526369951119,0.626035502959,0.838165464356,10.4079365079
392,234289,Reno Jackson,Life Tap,1017.0,1486,15176,15176,0.684387617766,0.617232901207,0.479712241169,0.837846875894,10.2126514132
431,295249,Totem Golem,Sir Finley Mrrgglton,159.0,255,1331,1331,0.623529411765,0.526204458794,0.512661226639,0.83784612278,5.21960784314
456,256055,Shield Slam,Dirty Rat,126.0,202,1905,1905,0.623762376238,0.532566302652,0.50681142383,0.837678376366,9.43069306931
477,75090,Dirty Rat,Shield Slam,126.0,202,1905,1905,0.623762376238,0.50681142383,0.532566302652,0.837678376366,9.43069306931
496,249548,Shadow Word: Pain,Circle of Healing,186.0,309,2838,2838,0.601941747573,0.498575135043,0.522735346359,0.8370863484,9.18446601942
296,28864,Bilefin Tidehunter,Youthful Brewmaster,279.0,445,3011,3011,0.626966292135,0.501435656487,0.541673489438,0.836509358667,6.76629213483
5,260291,Sinister Strike,Eviscerate,616.0,811,7690,7690,0.759556103576,0.643956043956,0.511054805456,0.836382162499,9.48212083847
484,207257,Novice Engineer,Igneous Elemental,171.0,279,1934,1934,0.612903225806,0.508217270195,0.523294819232,0.834908266127,6.93189964158
152,95622,Eviscerate,Malygos,250.0,306,3221,3221,0.816993464052,0.511054805456,0.694968553459,0.83304294032,10.5261437908
23,122142,Frostbolt,Roaring Torch,439.0,619,7482,7482,0.709208400646,0.512105542937,0.602225755167,0.832741572416,12.0872374798
105,172375,Life Tap,Flametongue Totem,248.0,387,3066,3066,0.640826873385,0.479712241169,0.580966242547,0.832635531698,7.92248062016
454,256014,Shield Slam,C'Thun's Chosen,141.0,224,2334,2334,0.629464285714,0.532566302652,0.51404606577,0.832604111072,10.4196428571
43,124104,Gadgetzan Auctioneer,Swipe,681.0,987,8489,8489,0.689969604863,0.560079124114,0.536432520015,0.831383981874,8.60081053698
253,252298,Shadowstep,Southsea Deckhand,1045.0,1661,9730,9730,0.629139072848,0.532896064581,0.515411495901,0.828815605602,5.85791691752
84,150292,Inkmaster Solia,Fireblast,144.0,224,2746,2746,0.642857142857,0.575025176234,0.488393679586,0.82814218,12.2589285714
229,96508,Evolved Kobold,Ice Lance,280.0,374,4371,4371,0.748663101604,0.62125748503,0.527849406911,0.825487709202,11.6871657754
382,228735,Ravaging Ghoul,Stonehill Defender,127.0,209,1868,1868,0.607655502392,0.522527131216,0.509961042663,0.824352148329,8.93779904306
140,282411,Swipe,Feral Rage,1090.0,1697,14928,14928,0.642309958751,0.536432520015,0.525151325402,0.824199032037,8.79670005893
42,181922,Malygos,Swipe,377.0,444,4291,4291,0.849099099099,0.694968553459,0.536432520015,0.823123809264,9.66441441441
464,87733,Edwin VanCleef,Fan of Knives,1028.0,1671,11314,11314,0.615200478755,0.556572125648,0.485426578595,0.82287865937,6.77079593058
76,215844,Power Overwhelming,Leeroy Jenkins,851.0,983,11629,11629,0.865717192269,0.615089067412,0.618143630342,0.822825642,11.8301119023
223,150870,Inner Rage,Charge,507.0,685,7106,7106,0.740145985401,0.526369951119,0.617679558011,0.822628620214,10.3737226277
362,267251,Soulfire,Power Overwhelming,403.0,571,5032,5032,0.705779334501,0.504091653028,0.615089067412,0.822532725091,8.81260945709
351,179325,Lyra the Sunshard,Shadow Visions,594.0,925,9146,9146,0.642162162162,0.563265306122,0.50108892922,0.822061797455,9.88756756757
214,229372,Raven Idol,Gadgetzan Auctioneer,559.0,845,6352,6352,0.661538461538,0.519363477186,0.560079124114,0.821641357512,7.51715976331
424,210334,Patches the Pirate,Dread Corsair,1785.0,2945,9701,9701,0.606112054329,0.533454771637,0.500294424061,0.820249092391,3.29405772496
256,277629,Stonetusk Boar,Southsea Deckhand,567.0,862,6384,6384,0.65777262181,0.562138475022,0.515411495901,0.819900771867,7.4060324826
473,233218,Reinforce,Haunted Creeper,144.0,237,1833,1833,0.607594936709,0.46928913159,0.570727718724,0.819132406583,7.73417721519
209,88107,Edwin VanCleef,Shiv,203.0,324,2170,2170,0.626543209877,0.556572125648,0.496255616575,0.819085103087,6.6975308642
481,160561,Kabal Courier,Medivh's Valet,142.0,231,1947,1947,0.614718614719,0.497101178231,0.545633176483,0.81817940972,8.42857142857
480,299697,Twilight Drake,Mortal Coil,189.0,307,2308,2308,0.615635179153,0.541387894819,0.502645502646,0.816388652018,7.51791530945
427,172540,Life Tap,Kazakus Potion,214.0,335,3129,3129,0.638805970149,0.479712241169,0.58887157393,0.815961495583,9.34029850746
310,12285,Arcane Giant,Raven Idol,688.0,1016,8332,8332,0.677165354331,0.576627261074,0.519363477186,0.815870725228,8.20078740157
213,318832,Wrath,Gadgetzan Auctioneer,1362.0,2074,16331,16331,0.656702025072,0.519149821916,0.560079124114,0.814715073355,7.87415621986
78,252089,Shadowstep,Leeroy Jenkins,251.0,338,2890,2890,0.742603550296,0.532896064581,0.618143630342,0.812870355238,8.55029585799
33,175717,Living Roots,Bloodmage Thalnos,327.0,525,3682,3682,0.622857142857,0.529850438795,0.521453919776,0.81285678089,7.01333333333
181,83691,Druid of the Claw,Nourish,152.0,244,2240,2240,0.622950819672,0.504983388704,0.547472948007,0.812384268,9.18032786885
461,172747,Life Tap,Ragnaros the Firelord,162.0,263,2935,2935,0.615969581749,0.479712241169,0.569933846362,0.812246139373,11.1596958175
92,241312,Savage Roar,Living Roots,156.0,208,1684,1684,0.75,0.628395061728,0.529850438795,0.812064661876,8.09615384615
41,20911,Aviana,Swipe,305.0,351,3309,3309,0.868945868946,0.719341563786,0.536432520015,0.811759036246,9.42735042735
145,168194,Kun the Forgotten King,Azure Drake,207.0,259,2306,2306,0.799227799228,0.682754880694,0.519901187598,0.811626610951,8.90347490347
211,316000,Wild Growth,Gadgetzan Auctioneer,1288.0,1940,17705,17705,0.663917525773,0.526680192747,0.560079124114,0.811241626308,9.12628865979
277,207390,Novice Engineer,Patches the Pirate,458.0,751,4151,4151,0.609853528628,0.508217270195,0.533454771637,0.810690746478,5.52729693742
275,28677,Bilefin Tidehunter,Patches the Pirate,160.0,266,1698,1698,0.601503759398,0.501435656487,0.533454771637,0.810338476907,6.38345864662
466,284112,Tank Up!,Elise Starseeker,244.0,386,5270,5270,0.632124352332,0.582079829445,0.482964889467,0.810289853078,13.6528497409
335,44585,C'Thun's Chosen,Tank Up!,259.0,385,5121,5121,0.672727272727,0.51404606577,0.582079829445,0.810174799496,13.3012987013
262,59480,Crystal Core,The Coin,204.0,279,1505,1505,0.731182795699,0.652245862884,0.498950037839,0.809491222661,5.39426523297
22,109703,Fireball,Roaring Torch,478.0,610,7698,7698,0.783606557377,0.579296477163,0.602225755167,0.809215552807,12.6196721311
36,146916,Ice Lance,Bloodmage Thalnos,217.0,351,3696,3696,0.618233618234,0.527849406911,0.521453919776,0.809189749589,10.5299145299
449,76577,Divine Spirit,Shadow Word: Pain,168.0,260,2285,2285,0.646153846154,0.577214781346,0.498575135043,0.808824170775,8.78846153846
365,45628,Cairne Bloodhoof,Lesser Heal,133.0,210,2366,2366,0.633333333333,0.566524520256,0.498912687649,0.806800686376,11.2666666667
35,97236,Excess Mana,Bloodmage Thalnos,135.0,209,1949,1949,0.645933014354,0.55302428957,0.521453919776,0.806428250998,9.32535885167
217,146985,Ice Lance,Fireball,599.0,875,9811,9811,0.684571428571,0.527849406911,0.579296477163,0.805922843994,11.2125714286
144,282219,Swipe,Azure Drake,1559.0,2498,21127,21127,0.624099279424,0.536432520015,0.519901187598,0.805485190671,8.45756605284
168,67002,Deadly Poison,Cold Blood,192.0,306,2337,2337,0.627450980392,0.479154433353,0.585215921316,0.805416999358,7.63725490196
53,282567,Swipe,Kun the Forgotten King,372.0,454,4184,4184,0.819383259912,0.536432520015,0.682754880694,0.80523052929,9.21585903084
119,23133,Backstab,Arcane Giant,685.0,1056,9161,9161,0.648674242424,0.503373507872,0.576627261074,0.80415741395,8.67518939394
219,118815,Forgotten Torch,Fireball,421.0,660,6836,6836,0.637878787879,0.492741406762,0.579296477163,0.804104653204,10.3575757576
236,236947,Rockbiter Weapon,Doomhammer,391.0,593,4793,4793,0.659359190556,0.541382667965,0.545385491834,0.803404486554,8.0826306914
111,116303,Flamewreathed Faceless,Jade Claws,222.0,355,2331,2331,0.625352112676,0.516120255748,0.542612493535,0.803334932985,6.5661971831
309,281873,Swashburglar,Questing Adventurer,453.0,736,4717,4717,0.615489130435,0.511591679648,0.538953653682,0.803016177074,6.4089673913
1,215742,Power Overwhelming,Faceless Manipulator,342.0,403,5503,5503,0.848635235732,0.615089067412,0.618260006616,0.802708559042,13.6550868486
445,156215,Jade Lightning,Spirit Claws,343.0,530,3882,3882,0.647169811321,0.53829176009,0.538849427967,0.802527102955,7.32452830189
416,268516,Southsea Deckhand,Tunnel Trogg,318.0,503,2189,2189,0.632206759443,0.515411495901,0.550285225328,0.801569432552,4.35188866799
190,284872,Tar Creeper,Jade Idol,204.0,313,2833,2833,0.651757188498,0.4856767986,0.602094240838,0.801470002751,9.05111821086
150,253618,Shapeshift,Jade Behemoth,2483.0,4082,33704,33704,0.608280254777,0.476436456776,0.572892617828,0.801358344281,8.25673689368
460,172651,Life Tap,Mountain Giant,714.0,1141,9459,9459,0.625766871166,0.479712241169,0.585343896291,0.801347212455,8.29009640666
194,123709,Gadgetzan Auctioneer,Excess Mana,1210.0,1754,17012,17012,0.689851767389,0.560079124114,0.55302428957,0.800752032983,9.69897377423
397,116433,Flamewreathed Faceless,Totem Golem,280.0,463,3244,3244,0.60475161987,0.516120255748,0.526204458794,0.800543472802,7.00647948164
